step   first_run   mean_reward_runs   std_reward_runs   percentage_opt_action
697 0.762047 0.849905 0.227364 0.121
698 1 0.851987 0.219928 0.1215
699 0.727775 0.865269 0.212271 0.115
700 0.995025 0.861944 0.214285 0.1175
701 1 0.855007 0.221412 0.123
702 1 0.844728 0.229043 0.1025
703 1 0.856889 0.223179 0.1145
704 1 0.852703 0.223183 0.1115
705 0.0721152 0.853164 0.225423 0.11
706 1 0.857029 0.218796 0.1135
707 1 0.856407 0.219604 0.1045
708 1 0.847331 0.225118 0.1105
709 1 0.8521 0.229428 0.131
710 1 0.85084 0.225069 0.1175
711 0.779504 0.848591 0.226808 0.112
712 1 0.847568 0.222234 0.1155
713 0.638234 0.853608 0.222819 0.111
714 1 0.854288 0.218845 0.114
715 1 0.848414 0.229857 0.12
716 0.971038 0.853514 0.222083 0.1275
717 0.281747 0.860361 0.215909 0.12
718 1 0.854868 0.221367 0.124
719 0.769219 0.8564 0.219945 0.12
720 1 0.857272 0.218382 0.123
721 1 0.859587 0.216096 0.103
722 1 0.850986 0.223999 0.1195
723 1 0.856092 0.220962 0.117
724 1 0.858384 0.216478 0.122
725 1 0.847056 0.22453 0.1015
726 1 0.853444 0.22155 0.12
727 1 0.853037 0.220978 0.117
728 1 0.856857 0.216411 0.1125
729 1 0.858022 0.223031 0.127
730 0.699271 0.849735 0.219701 0.1085
731 1 0.844211 0.226846 0.108
732 1 0.860239 0.215945 0.12
733 0.876247 0.852844 0.222393 0.117
734 0.535478 0.845329 0.228802 0.12
735 0.570025 0.859007 0.216714 0.126
736 1 0.850491 0.224497 0.0985
737 1 0.856383 0.221709 0.129
738 1 0.859208 0.216059 0.1145
739 1 0.850862 0.226463 0.1035
740 0.863338 0.857877 0.220187 0.1115
741 1 0.851141 0.224012 0.121
742 1 0.848677 0.226678 0.1115
743 0.565813 0.853686 0.22493 0.1175
744 1 0.854995 0.219661 0.12
745 1 0.855366 0.217012 0.1105
746 1 0.850585 0.221826 0.12
747 0.850551 0.856438 0.220207 0.1135
748 1 0.846866 0.227782 0.1155
749 0.864376 0.844955 0.22746 0.119
750 0.644917 0.858382 0.221418 0.106
751 1 0.86008 0.212656 0.1145
752 0.828639 0.852357 0.219286 0.12
753 0.765618 0.856562 0.222127 0.1235
754 0.871914 0.8549 0.218425 0.121
755 0.908322 0.844341 0.224684 0.119
756 0.912534 0.847548 0.221639 0.1095
757 0.521958 0.857688 0.219244 0.124
758 1 0.864158 0.212599 0.1145
759 1 0.856453 0.219601 0.124
760 1 0.852257 0.223704 0.124
761 0.823054 0.855924 0.22338 0.117
762 0.427717 0.857208 0.220003 0.119
763 1 0.855596 0.217395 0.121
764 1 0.851372 0.221169 0.114
765 0.65746 0.859905 0.217932 0.126
766 0.773553 0.854565 0.219488 0.1045
767 1 0.850535 0.225123 0.1195
768 1 0.856672 0.219839 0.1145
769 1 0.851387 0.231792 0.1095
770 0.683889 0.856156 0.224059 0.1185
771 0.807611 0.864273 0.214194 0.108
772 1 0.84719 0.223714 0.115
773 1 0.850157 0.228635 0.116
774 0.0484634 0.849019 0.224717 0.108
775 1 0.858764 0.21948 0.126
776 1 0.849379 0.224479 0.108
777 0.978423 0.857437 0.214349 0.0995
778 1 0.85471 0.222654 0.1055
779 1 0.859566 0.219668 0.109
780 0.914151 0.849354 0.219804 0.1125
781 1 0.856718 0.219601 0.1015
782 1 0.85805 0.216126 0.12
783 0.0210578 0.857397 0.217774 0.115
784 1 0.850463 0.21938 0.12
785 0.391949 0.851526 0.224899 0.1235
786 1 0.862192 0.21318 0.118
787 1 0.849691 0.227299 0.122
788 1 0.852905 0.220216 0.123
789 0.826044 0.849556 0.228042 0.118
790 1 0.851363 0.222421 0.121
791 1 0.858738 0.220174 0.11
792 1 0.860568 0.214928 0.1275
793 0.983489 0.856537 0.222739 0.123
794 0.463424 0.856361 0.219938 0.116
795 1 0.861267 0.213384 0.1245
796 1 0.85685 0.220636 0.1115
797 0.782159 0.857636 0.219732 0.128
798 1 0.858226 0.215325 0.117
799 0.480605 0.85238 0.219768 0.1125
800 1 0.857377 0.222685 0.117
801 1 0.853035 0.22232 0.117
802 0.984436 0.855064 0.222709 0.1155
803 0.755821 0.853652 0.226327 0.122
804 1 0.850509 0.220145 0.121
805 1 0.854565 0.222651 0.125
806 0.711631 0.842897 0.229149 0.113
807 0.998749 0.857834 0.225285 0.125
808 0.775506 0.860805 0.215747 0.1245
809 1 0.85628 0.215321 0.12
810 0.621204 0.860039 0.220385 0.1265
811 0.946104 0.856161 0.217917 0.1265
812 1 0.844902 0.227291 0.1105
813 1 0.854755 0.221639 0.123
814 1 0.860264 0.214449 0.1195
815 1 0.853722 0.225892 0.121
816 1 0.854796 0.218921 0.12
817 1 0.856634 0.221308 0.116
818 1 0.849405 0.223647 0.1195
819 1 0.8556 0.219052 0.122
820 1 0.855668 0.218736 0.1215
821 0.952055 0.856182 0.218757 0.139
822 0.66982 0.851381 0.220977 0.1155
823 1 0.854141 0.223258 0.115
824 1 0.857246 0.220234 0.1245
825 1 0.849242 0.224681 0.116
826 0.798761 0.851573 0.222686 0.098
827 0.745537 0.850124 0.223608 0.1135
828 0.988922 0.855423 0.21898 0.121
829 0.204627 0.857935 0.22014 0.119
830 1 0.848154 0.224475 0.106
831 0.909818 0.847096 0.225915 0.1055
832 1 0.854139 0.224152 0.1155
833 0.918394 0.849973 0.225096 0.1195
834 1 0.84567 0.231975 0.1015
835 0.489395 0.854086 0.216933 0.111
836 1 0.856658 0.219236 0.119
837 0.88934 0.85203 0.22066 0.109
838 0.940397 0.854558 0.219335 0.1045
839 1 0.847064 0.226432 0.1045
840 0.251961 0.845705 0.23053 0.1095
841 1 0.858928 0.214892 0.1145
842 1 0.850191 0.22781 0.103
843 0.94113 0.853233 0.223671 0.1055
844 0.62508 0.856792 0.220277 0.1205
845 1 0.859737 0.217199 0.1185
846 0.641346 0.861104 0.212858 0.1135
847 1 0.852251 0.224285 0.129
848 1 0.858513 0.219979 0.12
849 1 0.852178 0.227368 0.12
850 1 0.849448 0.228116 0.1075
851 1 0.860752 0.212888 0.106
852 0.996033 0.850867 0.224665 0.1085
853 1 0.866618 0.215609 0.127
854 0.600909 0.861856 0.213253 0.126
855 1 0.849277 0.224921 0.1265
856 1 0.858434 0.215095 0.1085
857 1 0.858144 0.224461 0.1305
858 1 0.849638 0.225649 0.112
859 1 0.850251 0.223959 0.113
860 1 0.846807 0.23135 0.112
861 1 0.845942 0.228103 0.112
862 0.427503 0.853265 0.221073 0.123
863 1 0.851089 0.224776 0.1195
864 0.678518 0.847021 0.22661 0.0965
865 1 0.862627 0.214691 0.117
866 0.497543 0.858093 0.216964 0.114
867 0.507645 0.854262 0.22511 0.1085
868 1 0.860613 0.217049 0.131
869 1 0.864435 0.210823 0.131
870 1 0.847509 0.228204 0.1215
871 0.339488 0.854828 0.217596 0.1115
872 1 0.851748 0.226296 0.126
873 1 0.855782 0.222979 0.1185
874 0.827326 0.852839 0.219037 0.1235
875 1 0.854633 0.218905 0.1095
876 1 0.857006 0.221042 0.1115
877 0.64333 0.856034 0.219816 0.1185
878 1 0.851422 0.222318 0.1105
879 0.514481 0.854809 0.222075 0.1115
880 0.73397 0.853147 0.226576 0.1155
881 0.737175 0.852058 0.226545 0.123
882 0.957091 0.853172 0.222061 0.1145
883 0.465835 0.849488 0.222385 0.1155
884 1 0.854489 0.220942 0.104
885 1 0.85536 0.218896 0.114
886 0.90466 0.858786 0.217667 0.121
887 0.821223 0.856901 0.219297 0.129
888 0.454787 0.85585 0.22044 0.126
889 1 0.848197 0.225187 0.118
890 0.869442 0.848141 0.227593 0.104
891 0.761376 0.851752 0.225182 0.121
892 1 0.857628 0.21827 0.113
893 1 0.843197 0.232044 0.1155
894 0.936125 0.846333 0.227151 0.12
895 1 0.847452 0.22693 0.118
896 1 0.858166 0.220993 0.114
897 1 0.851214 0.224717 0.1165
898 1 0.860285 0.219069 0.112
899 1 0.851068 0.225278 0.1235
900 1 0.855477 0.220459 0.126
901 1 0.856765 0.21693 0.105
902 0.580096 0.856701 0.217322 0.132
903 0.690298 0.8505 0.220124 0.1185
904 1 0.850371 0.226504 0.122
905 0.915647 0.849043 0.226556 0.122
906 0.669729 0.851229 0.222036 0.1225
907 1 0.850913 0.223639 0.1165
908 0.808863 0.857377 0.221819 0.1225
909 1 0.860125 0.222564 0.12
910 0.997497 0.855796 0.221937 0.11
911 0.772515 0.851687 0.221434 0.1245
912 1 0.859279 0.221255 0.1145
913 1 0.852967 0.221859 0.1125
914 1 0.851452 0.222755 0.1135
915 0.181219 0.854075 0.222982 0.1305
916 0.580981 0.849954 0.223267 0.1085
917 0.195624 0.852347 0.223935 0.132
918 0.960143 0.849315 0.225126 0.1075
919 1 0.857966 0.217742 0.1105
920 1 0.851948 0.22555 0.126
921 1 0.856212 0.218282 0.1115
922 1 0.856642 0.217477 0.1265
923 1 0.851163 0.220902 0.1115
924 1 0.852535 0.223128 0.114
925 1 0.844788 0.229284 0.1195
926 1 0.856303 0.222306 0.126
927 0.881039 0.859292 0.218967 0.1235
928 1 0.849362 0.226202 0.111
929 1 0.855159 0.214434 0.1185
930 0.426374 0.858547 0.220062 0.1305
931 1 0.856335 0.218973 0.126
932 1 0.858078 0.218152 0.1255
933 0.494858 0.856205 0.219951 0.1105
934 1 0.855743 0.219906 0.1225
935 1 0.854848 0.223761 0.122
936 0.559404 0.852251 0.222471 0.118
937 1 0.852857 0.219973 0.1095
938 0.922025 0.841648 0.228711 0.1175
939 0.893826 0.856412 0.217539 0.1025
940 0.857021 0.859219 0.218342 0.1225
941 1 0.849475 0.224838 0.112
942 1 0.852985 0.223447 0.1275
943 1 0.853724 0.225521 0.1125
944 0.747215 0.859819 0.216049 0.1105
945 0.756066 0.862791 0.214492 0.1155
946 1 0.858145 0.217774 0.1215
947 0.909909 0.845482 0.225461 0.1055
948 0.791986 0.863386 0.21854 0.121
949 1 0.848873 0.224397 0.115
950 1 0.849931 0.226819 0.1295
951 1 0.85854 0.216041 0.1015
952 0.522172 0.848973 0.22143 0.112
953 1 0.856757 0.219797 0.1255
954 0.704154 0.855896 0.219996 0.1095
955 1 0.855978 0.218781 0.1165
956 0.731742 0.858835 0.219526 0.1275
957 1 0.853525 0.226487 0.114
958 0.914212 0.853197 0.221109 0.118
959 0.875546 0.853919 0.217084 0.1045
960 0.79693 0.854345 0.223921 0.1185
961 0.305429 0.855445 0.222008 0.121
962 1 0.850465 0.223082 0.1165
963 0.481887 0.853361 0.219687 0.1125
964 1 0.851777 0.229121 0.1145
965 0.651967 0.848816 0.230544 0.1145
966 1 0.853167 0.223989 0.115
967 0.768578 0.855895 0.219542 0.114
968 1 0.84531 0.227417 0.1025
969 1 0.854939 0.223124 0.1225
970 1 0.858946 0.217019 0.1185
971 1 0.855668 0.222441 0.1255
972 1 0.854373 0.220961 0.121
973 1 0.856507 0.218774 0.116
974 1 0.858526 0.218886 0.1285
975 0.697867 0.85084 0.218427 0.1215
976 1 0.86334 0.214694 0.1195
977 1 0.864608 0.217633 0.1225
978 0.981719 0.862438 0.210849 0.1225
979 0.635548 0.853409 0.220573 0.108
980 1 0.854549 0.220616 0.1235
981 1 0.849934 0.228179 0.1155
982 0.874355 0.848642 0.220726 0.1075
983 1 0.853351 0.225845 0.1015
984 1 0.847822 0.223978 0.102
985 1 0.863606 0.208892 0.115
986 1 0.857788 0.216072 0.121
987 0.917997 0.865911 0.211408 0.1195
988 1 0.862777 0.213913 0.12
989 1 0.853837 0.219769 0.1215
990 0.813837 0.856317 0.223444 0.124
991 1 0.850029 0.22482 0.115
992 0.814203 0.853071 0.221899 0.1205
993 1 0.85559 0.219315 0.1205
994 0.897885 0.855303 0.217946 0.115
995 0.256508 0.853481 0.22335 0.12
996 1 0.851672 0.224743 0.116
997 1 0.855193 0.22458 0.1165
998 1 0.846517 0.226748 0.1165
999 1 0.856282 0.220118 0.121
------------------------------------------------------------------------------------------------------------------------
The best percentage of optimal action selection for Boltzmann is: 0.139, at step: 821
------------------------------------------------------------------------------------------------------------------------
