step   first_run   mean_reward_runs   std_reward_runs   percentage_opt_action
636 0.909085 0.972769 0.204469 0.6985
637 0.909085 0.97457 0.187401 0.7
638 0.909085 0.977756 0.182287 0.694
639 0.909085 0.969014 0.216341 0.6875
640 0.909085 0.97851 0.176464 0.7005
641 0.909085 0.97719 0.188365 0.7
642 0.909085 0.975627 0.185804 0.694
643 0.909085 0.979019 0.173256 0.6965
644 0.909085 0.974903 0.18401 0.6905
645 0.909085 0.975627 0.181366 0.6955
646 0.909085 0.974447 0.194829 0.7015
647 0.909085 0.976705 0.181423 0.6935
648 0.909085 0.977175 0.186573 0.6965
649 0.909085 0.976391 0.179921 0.6995
650 0.909085 0.973778 0.201892 0.7
651 0.909085 0.973808 0.201427 0.6975
652 0.909085 0.981345 0.161378 0.7
653 0.909085 0.978242 0.174311 0.6955
654 0.909085 0.972364 0.205085 0.6955
655 0.909085 0.9683 0.220419 0.6955
656 0.909085 0.981161 0.153359 0.696
657 0.909085 0.974595 0.190745 0.6965
658 0.909085 0.97587 0.194276 0.694
659 0.909085 0.969677 0.208337 0.689
660 0.909085 0.976642 0.180887 0.6945
661 0.909085 0.965438 0.238901 0.692
662 0.909085 0.975572 0.184923 0.6975
663 0.909085 0.976291 0.201573 0.697
664 0.909085 0.978658 0.167964 0.7025
665 0.909085 0.977715 0.179677 0.6945
666 0.909085 0.974566 0.196457 0.7
667 0.909085 0.973987 0.202653 0.6945
668 0.909085 0.979314 0.16694 0.699
669 0.909085 0.972213 0.205875 0.692
670 0.909085 0.981834 0.147613 0.6975
671 0.909085 0.976464 0.18883 0.6965
672 0.909085 0.975639 0.191666 0.694
673 0.909085 0.980261 0.159094 0.702
674 0.909085 0.975113 0.190483 0.698
675 0.909085 0.97405 0.201166 0.7
676 0.909085 0.974019 0.197752 0.6955
677 0.909085 0.976862 0.18656 0.6995
678 0.909085 0.972325 0.194929 0.6955
679 0.909085 0.977312 0.182899 0.6995
680 0.909085 0.977414 0.178344 0.699
681 0.909085 0.982913 0.146133 0.7025
682 0.909085 0.975867 0.184808 0.69
683 0.909085 0.977226 0.172612 0.6955
684 0.909085 0.980517 0.165214 0.698
685 0.909085 0.978523 0.168538 0.697
686 0.909085 0.981732 0.144819 0.698
687 0.909085 0.981281 0.159541 0.7005
688 0.909085 0.983296 0.151408 0.705
689 0.909085 0.975984 0.186929 0.6955
690 0.909085 0.979228 0.17285 0.7
691 0.909085 0.976372 0.184156 0.6985
692 0.909085 0.974504 0.197585 0.702
693 0.909085 0.979461 0.170297 0.703
694 0.909085 0.976931 0.182744 0.6945
695 0.909085 0.98151 0.162433 0.7025
696 0.909085 0.968235 0.225858 0.701
697 0.909085 0.983408 0.151438 0.7005
698 0.909085 0.981261 0.163257 0.703
699 0.909085 0.97823 0.175317 0.7
700 0.909085 0.975937 0.187337 0.701
701 0.909085 0.976927 0.187486 0.7
702 0.909085 0.975735 0.190991 0.703
703 0.909085 0.974818 0.189491 0.703
704 0.909085 0.982224 0.160268 0.702
705 0.909085 0.979648 0.160554 0.698
706 0.909085 0.977788 0.185858 0.701
707 0.909085 0.97236 0.216783 0.701
708 0.909085 0.980659 0.161467 0.705
709 0.909085 0.977017 0.176684 0.7025
710 0.909085 0.97555 0.194797 0.699
711 0.909085 0.976904 0.187171 0.706
712 0.909085 0.974154 0.192297 0.6965
713 0.909085 0.980477 0.168584 0.7005
714 0.909085 0.974722 0.18809 0.698
715 0.909085 0.975324 0.192445 0.698
716 0.909085 0.971196 0.219051 0.697
717 0.909085 0.967607 0.230108 0.6955
718 0.909085 0.97876 0.180311 0.704
719 -0.974326 0.972569 0.210573 0.7025
720 0.909085 0.975527 0.195449 0.7
721 0.909085 0.981045 0.161784 0.705
722 0.909085 0.976507 0.186914 0.6985
723 0.909085 0.979395 0.166442 0.702
724 0.909085 0.982511 0.152018 0.702
725 0.909085 0.97789 0.179785 0.698
726 0.909085 0.97986 0.166076 0.7015
727 0.909085 0.979458 0.183074 0.707
728 0.909085 0.978981 0.184965 0.7015
729 0.909085 0.977634 0.176326 0.702
730 0.909085 0.978426 0.172065 0.7015
731 0.909085 0.970497 0.218733 0.703
732 0.909085 0.976275 0.180289 0.699
733 0.909085 0.985785 0.126074 0.7005
734 0.909085 0.981266 0.171858 0.703
735 0.909085 0.97756 0.176949 0.701
736 0.909085 0.977989 0.182749 0.705
737 0.909085 0.978399 0.177973 0.6985
738 0.909085 0.984147 0.147373 0.709
739 -0.974326 0.975377 0.19474 0.7045
740 0.909085 0.978726 0.178576 0.7005
741 0.909085 0.97667 0.18342 0.701
742 0.909085 0.98051 0.155889 0.6985
743 0.909085 0.970826 0.215247 0.6995
744 0.909085 0.979734 0.166005 0.7015
745 0.909085 0.978128 0.173674 0.703
746 0.909085 0.979629 0.169212 0.704
747 0.909085 0.979689 0.163264 0.704
748 0.909085 0.982081 0.148302 0.703
749 0.909085 0.975069 0.209983 0.7075
750 0.909085 0.98264 0.153377 0.707
751 0.909085 0.975842 0.198218 0.7025
752 0.909085 0.981241 0.169365 0.706
753 0.909085 0.97853 0.185 0.703
754 0.909085 0.977861 0.18882 0.704
755 0.909085 0.98062 0.16398 0.7045
756 0.909085 0.975636 0.187443 0.701
757 0.909085 0.979885 0.163351 0.7065
758 0.909085 0.981038 0.17038 0.7065
759 0.909085 0.976939 0.185564 0.6995
760 0.909085 0.97988 0.177287 0.7075
761 0.909085 0.976062 0.190383 0.703
762 0.909085 0.983956 0.135361 0.701
763 0.909085 0.982721 0.151689 0.703
764 0.909085 0.975788 0.199029 0.704
765 0.909085 0.978393 0.185161 0.703
766 0.909085 0.979984 0.174437 0.706
767 0.909085 0.980392 0.174704 0.7045
768 0.909085 0.979208 0.161437 0.7015
769 0.909085 0.980495 0.169373 0.7055
770 0.909085 0.978808 0.167786 0.699
771 0.909085 0.978415 0.181583 0.7035
772 0.909085 0.983692 0.140446 0.7015
773 0.909085 0.980497 0.162688 0.7025
774 0.909085 0.973361 0.208266 0.7025
775 0.909085 0.979742 0.162124 0.703
776 0.909085 0.981109 0.175377 0.705
777 0.909085 0.980144 0.16886 0.701
778 0.909085 0.983577 0.147941 0.71
779 0.909085 0.978082 0.18548 0.706
780 0.909085 0.981576 0.157301 0.7035
781 0.909085 0.980943 0.166461 0.7045
782 0.909085 0.984017 0.143568 0.707
783 0.909085 0.975762 0.196368 0.7035
784 0.909085 0.980656 0.159154 0.7
785 0.909085 0.979354 0.178539 0.706
786 0.909085 0.97875 0.175079 0.7045
787 0.909085 0.974033 0.202363 0.702
788 0.909085 0.983279 0.157791 0.709
789 0.909085 0.980496 0.16973 0.702
790 0.909085 0.976316 0.183032 0.697
791 0.909085 0.977161 0.192378 0.7075
792 0.909085 0.975368 0.206529 0.7045
793 0.909085 0.982387 0.156557 0.7075
794 0.909085 0.976682 0.189035 0.7005
795 0.909085 0.983359 0.150091 0.7025
796 0.909085 0.981064 0.169409 0.705
797 0.909085 0.982974 0.147919 0.7055
798 0.909085 0.981512 0.160821 0.7005
799 0.909085 0.975426 0.191317 0.7035
800 0.909085 0.974791 0.212393 0.7055
801 0.909085 0.97884 0.182465 0.7095
802 0.909085 0.983416 0.158222 0.7105
803 0.909085 0.977604 0.191909 0.705
804 0.909085 0.977137 0.18517 0.7045
805 0.909085 0.980112 0.173569 0.7055
806 0.909085 0.982458 0.157546 0.7025
807 0.909085 0.982082 0.14914 0.7075
808 0.909085 0.98419 0.146089 0.7085
809 0.909085 0.985012 0.13063 0.7095
810 0.909085 0.987532 0.123612 0.712
811 0.909085 0.969254 0.234581 0.702
812 0.909085 0.981723 0.152035 0.703
813 0.909085 0.986437 0.126256 0.707
814 0.909085 0.975588 0.211679 0.7085
815 -1.19582 0.976666 0.202758 0.7035
816 0.909085 0.973941 0.200919 0.701
817 0.909085 0.973393 0.205954 0.7035
818 0.909085 0.985645 0.139031 0.7095
819 0.909085 0.989162 0.107198 0.712
820 0.909085 0.978024 0.182015 0.7075
821 0.909085 0.980648 0.1687 0.705
822 0.909085 0.98019 0.164699 0.7065
823 0.909085 0.979464 0.169237 0.7055
824 0.909085 0.980169 0.169258 0.708
825 0.909085 0.978769 0.177929 0.712
826 0.909085 0.973725 0.208694 0.707
827 0.909085 0.980047 0.169547 0.706
828 0.909085 0.978935 0.174356 0.7025
829 0.909085 0.979288 0.181119 0.708
830 0.909085 0.980966 0.179043 0.707
831 0.909085 0.98105 0.15827 0.7055
832 0.909085 0.980688 0.180376 0.711
833 0.909085 0.979698 0.177202 0.706
834 0.909085 0.982807 0.162415 0.7075
835 0.909085 0.978146 0.180933 0.7025
836 0.909085 0.986511 0.127756 0.706
837 0.909085 0.980499 0.165781 0.7065
838 1.02819 0.985049 0.137606 0.7085
839 0.909085 0.982755 0.151645 0.7085
840 0.909085 0.983385 0.155226 0.706
841 0.909085 0.978146 0.174607 0.704
842 0.909085 0.986128 0.12894 0.711
843 0.909085 0.98011 0.179109 0.7115
844 0.909085 0.984968 0.138894 0.7065
845 0.909085 0.97649 0.199649 0.7105
846 0.909085 0.980621 0.173149 0.7035
847 0.909085 0.980724 0.166918 0.7095
848 0.909085 0.9836 0.151178 0.707
849 0.909085 0.980951 0.162069 0.7045
850 0.909085 0.985286 0.145053 0.7105
851 0.909085 0.985964 0.134721 0.714
852 0.909085 0.981131 0.170604 0.709
853 0.909085 0.977465 0.182553 0.705
854 0.909085 0.977382 0.191865 0.7095
855 0.909085 0.980737 0.176404 0.708
856 0.909085 0.984176 0.152289 0.71
857 0.909085 0.980311 0.165539 0.702
858 0.909085 0.984773 0.133109 0.7085
859 0.909085 0.986106 0.134669 0.7105
860 0.909085 0.982631 0.170905 0.711
861 0.909085 0.981654 0.163611 0.71
862 0.909085 0.984883 0.140322 0.7115
863 0.909085 0.981799 0.163889 0.7085
864 0.909085 0.980285 0.169381 0.7035
865 0.909085 0.983092 0.153865 0.708
866 0.909085 0.983975 0.154129 0.709
867 0.909085 0.980305 0.162323 0.706
868 0.909085 0.978381 0.184131 0.706
869 0.909085 0.985282 0.14377 0.7125
870 0.909085 0.983133 0.148962 0.7095
871 0.909085 0.980479 0.170019 0.709
872 0.909085 0.985574 0.135105 0.708
873 0.909085 0.988855 0.116951 0.7115
874 0.909085 0.982291 0.162436 0.7115
875 0.909085 0.985657 0.139914 0.713
876 0.909085 0.981309 0.165855 0.709
877 0.909085 0.980087 0.172545 0.709
878 0.909085 0.981571 0.159329 0.7085
879 0.909085 0.98041 0.173003 0.71
880 0.909085 0.98521 0.135323 0.7115
881 0.909085 0.982593 0.156897 0.7075
882 0.909085 0.983886 0.148865 0.7095
883 0.909085 0.977084 0.197402 0.7045
884 0.909085 0.982309 0.164833 0.7115
885 0.909085 0.989564 0.0965124 0.71
886 0.909085 0.981554 0.165234 0.711
887 0.909085 0.985841 0.142241 0.713
888 0.909085 0.979211 0.171251 0.704
889 0.909085 0.981321 0.170427 0.71
890 0.909085 0.976441 0.190232 0.707
891 0.909085 0.986004 0.133772 0.7105
892 0.909085 0.979161 0.179103 0.7115
893 0.909085 0.983684 0.147181 0.71
894 0.909085 0.976432 0.201815 0.709
895 0.909085 0.981386 0.161637 0.705
896 0.909085 0.987553 0.126201 0.7105
897 0.909085 0.979612 0.179195 0.7125
898 0.909085 0.979228 0.185712 0.7095
899 0.909085 0.981474 0.16865 0.7075
900 0.909085 0.986804 0.128017 0.7115
901 0.909085 0.979637 0.170747 0.707
902 0.909085 0.981997 0.170086 0.71
903 0.909085 0.981721 0.157034 0.707
904 0.909085 0.98439 0.143806 0.707
905 0.909085 0.982656 0.162925 0.709
906 0.909085 0.983414 0.151339 0.7085
907 0.909085 0.984749 0.142915 0.7075
908 0.909085 0.980108 0.174221 0.7085
909 0.909085 0.986885 0.126751 0.7105
910 0.909085 0.981313 0.159624 0.7005
911 0.909085 0.987067 0.122937 0.71
912 0.909085 0.988208 0.112909 0.71
913 0.909085 0.987238 0.131966 0.7115
914 0.909085 0.98454 0.14497 0.7095
915 0.909085 0.97846 0.17952 0.7065
916 0.909085 0.988499 0.11946 0.7145
917 0.909085 0.986169 0.132251 0.7115
918 0.909085 0.979144 0.178046 0.7105
919 0.909085 0.986572 0.127666 0.7085
920 0.909085 0.986745 0.131382 0.71
921 0.909085 0.982094 0.158671 0.7065
922 0.909085 0.981149 0.170303 0.7095
923 0.909085 0.981531 0.165778 0.7105
924 0.909085 0.982231 0.166639 0.7085
925 0.909085 0.97908 0.185657 0.7085
926 0.909085 0.983594 0.159021 0.7075
927 0.909085 0.98503 0.141846 0.7115
928 0.909085 0.982508 0.155045 0.706
929 0.909085 0.979882 0.1775 0.71
930 0.909085 0.980442 0.173292 0.711
931 0.909085 0.987452 0.120275 0.7115
932 0.909085 0.987511 0.121249 0.7125
933 0.909085 0.975923 0.190402 0.706
934 0.909085 0.985163 0.148299 0.7115
935 0.909085 0.987015 0.125097 0.7135
936 0.909085 0.985355 0.138448 0.7065
937 0.909085 0.98201 0.168052 0.7115
938 0.909085 0.984416 0.144913 0.7095
939 0.909085 0.978775 0.187377 0.7065
940 0.909085 0.981043 0.159822 0.7065
941 0.909085 0.975616 0.207561 0.7065
942 0.909085 0.981157 0.168851 0.7045
943 0.909085 0.988244 0.121425 0.7135
944 0.909085 0.980856 0.171844 0.708
945 0.909085 0.984095 0.140812 0.7095
946 0.909085 0.98158 0.168002 0.71
947 0.909085 0.984574 0.153781 0.712
948 0.909085 0.983519 0.1515 0.7095
949 0.909085 0.981367 0.17407 0.711
950 0.909085 0.986809 0.140898 0.7185
951 0.909085 0.983495 0.161713 0.7095
952 0.909085 0.982747 0.162317 0.7085
953 0.909085 0.980147 0.17626 0.7105
954 0.909085 0.981098 0.176292 0.7055
955 0.909085 0.984556 0.158035 0.712
956 0.909085 0.983434 0.152361 0.709
957 0.909085 0.98433 0.14533 0.7105
958 0.909085 0.977346 0.184009 0.7065
959 0.909085 0.979755 0.174694 0.71
960 0.909085 0.984292 0.151249 0.713
961 0.909085 0.984949 0.162456 0.712
962 0.909085 0.984418 0.144019 0.711
963 0.909085 0.989826 0.104598 0.7165
964 0.909085 0.985818 0.133445 0.7125
965 0.909085 0.989362 0.103486 0.709
966 0.909085 0.978482 0.187346 0.708
967 0.909085 0.978988 0.182785 0.711
968 0.909085 0.986193 0.143001 0.7115
969 0.909085 0.979413 0.176054 0.7105
970 0.909085 0.979846 0.179872 0.711
971 0.909085 0.983611 0.15222 0.713
972 0.909085 0.988314 0.114372 0.715
973 0.909085 0.986431 0.135407 0.712
974 0.909085 0.985248 0.139174 0.7115
975 0.909085 0.98376 0.165853 0.713
976 0.909085 0.988945 0.110201 0.715
977 0.909085 0.988708 0.122546 0.715
978 0.909085 0.982681 0.161611 0.7065
979 0.909085 0.985081 0.142194 0.707
980 0.909085 0.985671 0.138688 0.709
981 0.909085 0.984498 0.148004 0.712
982 0.909085 0.984562 0.15226 0.714
983 0.909085 0.982234 0.159448 0.7115
984 0.909085 0.978119 0.181255 0.707
985 0.909085 0.985921 0.136042 0.712
986 0.909085 0.975834 0.206089 0.7085
987 0.909085 0.982953 0.146847 0.7095
988 0.909085 0.985853 0.139436 0.7115
989 0.909085 0.985627 0.140413 0.708
990 0.909085 0.983977 0.155602 0.7105
991 0.909085 0.984325 0.153317 0.715
992 0.909085 0.986229 0.132315 0.7145
993 0.909085 0.985759 0.140094 0.716
994 0.909085 0.989262 0.114264 0.717
995 0.909085 0.981543 0.160915 0.712
996 0.909085 0.981984 0.159864 0.7085
997 0.909085 0.986136 0.13535 0.713
998 0.909085 0.984621 0.154257 0.7135
999 0.909085 0.988443 0.119603 0.714
--------------------------------------------------------------------------------------------------------------------------
The best percentage of optimal action selection for gradient bandit with softmax action preference is: 0.7185, at step: 950
--------------------------------------------------------------------------------------------------------------------------
